date	channel	campaign_id	impressions	clicks	cost_text
07/05/2025	email	newsletter	3041	66	USD 73.92
07/05/2025	email	promo	2042	34	USD 49.27
07/05/2025	google	awareness	4115	37	USD 104.97
07/05/2025	meta	retargeting	4226	38	USD 96.95
08/05/2025	meta	brand	11396	217	USD 286.0
08/05/2025	google	nonbrand	7674	150	USD 188.86
08/05/2025	meta	prospecting	6895	112	USD 167.29
08/05/2025	google	retargeting	9162	121	USD 240.72
08/05/2025	email	newsletter	2537	50	USD 76.62
08/05/2025	google	promo	3252	67	USD 70.21
08/05/2025	display	awareness	2920	25	USD 77.49
08/05/2025	display	retargeting	3179	30	USD 85.92
09/05/2025	email	brand	10865	215	USD 273.13
09/05/2025	meta	nonbrand	10302	268	USD 261.39
09/05/2025	email	prospecting	9109	139	USD 226.35
09/05/2025	email	retargeting	8214	30	USD 203.67
09/05/2025	email	newsletter	2173	42	USD 60.95
09/05/2025	email	promo	2691	52	USD 62.17
09/05/2025	google	awareness	3259	33	USD 81.71
09/05/2025	google	retargeting	3777	43	USD 89.73
10/05/2025	google	brand	9466	195	USD 239.7
10/05/2025	google	nonbrand	9212	154	USD 223.59
10/05/2025	meta	prospecting	5775	54	USD 147.51
10/05/2025	google	retargeting	9197	127	USD 231.35
10/05/2025	email	newsletter	2852	47	USD 68.06
10/05/2025	email	promo	2706	65	USD 60.09
10/05/2025	google	awareness	3721	52	USD 92.63
10/05/2025	google	retargeting	4461	34	USD 103.91
11/05/2025	display	brand	10576	226	USD 262.93
11/05/2025	meta	nonbrand	10829	242	USD 263.53
11/05/2025	meta	prospecting	7066	79	USD 181.84
11/05/2025	meta	retargeting	5681	46	USD 137.38
11/05/2025	display	newsletter	1748	27	USD 45.56
11/05/2025	meta	promo	1662	34	USD 41.4
11/05/2025	display	awareness	3197	41	USD 77.39
11/05/2025	display	retargeting	3838	39	USD 101.46
12/05/2025	google	brand	10229	177	USD 261.61
12/05/2025	meta	nonbrand	8572	132	USD 210.82
12/05/2025	meta	prospecting	8666	102	USD 213.89
12/05/2025	meta	retargeting	6455	55	USD 154.22
12/05/2025	google	newsletter	2574	39	USD 62.61
12/05/2025	display	promo	2144	47	USD 47.78
12/05/2025	meta	awareness	3651	39	USD 89.62
12/05/2025	display	retargeting	3293	44	USD 81.72
13/05/2025	google	brand	8663	166	USD 221.67
13/05/2025	meta	nonbrand	13035	189	USD 328.89
13/05/2025	meta	prospecting	8721	121	USD 214.92
13/05/2025	meta	retargeting	9657	124	USD 231.34
13/05/2025	email	newsletter	2737	54	USD 67.7
13/05/2025	email	promo	3340	53	USD 85.97
13/05/2025	meta	awareness	3462	12	USD 84.72
13/05/2025	google	retargeting	4772	57	USD 116.56
14/05/2025	meta	brand	14366	265	USD 349.4
14/05/2025	meta	nonbrand	11742	234	USD 294.37
14/05/2025	meta	prospecting	5881	82	USD 141.97
14/05/2025	meta	retargeting	8038	51	USD 206.06
14/05/2025	email	newsletter	3129	57	USD 68.3
14/05/2025	email	promo	3074	69	USD 70.2
14/05/2025	email	awareness	4202	49	USD 104.86
14/05/2025	display	retargeting	2909	14	USD 74.3
15/05/2025	google	brand	12093	298	USD 293.56
15/05/2025	display	nonbrand	8858	201	USD 222.21
15/05/2025	email	prospecting	7804	92	USD 200.77
15/05/2025	email	retargeting	7420	54	USD 184.45
15/05/2025	display	newsletter	3101	69	USD 76.27
15/05/2025	google	promo	3126	60	USD 78.77
15/05/2025	google	awareness	3404	26	USD 86.15
15/05/2025	google	retargeting	3171	15	USD 82.81
16/05/2025	display	brand	10066	194	USD 252.95
16/05/2025	google	nonbrand	6904	125	USD 174.91
16/05/2025	meta	prospecting	9147	81	USD 231.11
16/05/2025	meta	retargeting	9501	84	USD 243.23
16/05/2025	meta	newsletter	2708	47	USD 67.88
16/05/2025	email	promo	3290	68	USD 80.86
16/05/2025	meta	awareness	3076	21	USD 75.17
16/05/2025	display	retargeting	3167	13	USD 79.31
17/05/2025	google	brand	8778	158	USD 220.05
17/05/2025	email	nonbrand	10918	255	USD 264.74
17/05/2025	email	prospecting	7895	33	USD 195.43
17/05/2025	meta	retargeting	5149	77	USD 131.24
17/05/2025	meta	newsletter	2508	49	USD 56.47
17/05/2025	email	promo	2378	43	USD 54.19
17/05/2025	display	awareness	2039	18	USD 52.21
17/05/2025	display	retargeting	3368	30	USD 90.49
18/05/2025	google	brand	14754	227	USD 367.39
18/05/2025	google	nonbrand	7935	127	USD 196.38
18/05/2025	email	prospecting	7163	60	USD 182.12
18/05/2025	google	retargeting	7369	75	USD 185.2
18/05/2025	meta	newsletter	2742	50	USD 62.48
18/05/2025	google	promo	2179	46	USD 58.7
18/05/2025	meta	awareness	3544	42	USD 94.11
18/05/2025	display	retargeting	3301	35	USD 79.85
19/05/2025	google	brand	11302	241	USD 285.75
19/05/2025	google	nonbrand	9060	203	USD 227.81
19/05/2025	meta	prospecting	7425	59	USD 190.33
19/05/2025	google	retargeting	7726	114	USD 188.71
19/05/2025	email	newsletter	1897	35	USD 61.17
19/05/2025	email	promo	3076	55	USD 78.74
19/05/2025	display	awareness	3131	33	USD 74.45
19/05/2025	email	retargeting	3329	33	USD 83.23
20/05/2025	google	brand	9492	198	USD 238.75
20/05/2025	google	nonbrand	7274	150	USD 183.37
20/05/2025	email	prospecting	6208	41	USD 157.3
20/05/2025	meta	retargeting	9727	106	USD 246.26
20/05/2025	display	newsletter	2462	62	USD 58.14
20/05/2025	meta	promo	2193	53	USD 55.67
20/05/2025	display	awareness	3897	38	USD 98.4
20/05/2025	display	retargeting	4256	51	USD 105.44
21/05/2025	display	brand	7707	143	USD 188.35
21/05/2025	display	nonbrand	11460	196	USD 283.84
21/05/2025	display	prospecting	6337	91	USD 154.06
21/05/2025	meta	retargeting	5741	55	USD 149.95
21/05/2025	display	newsletter	2346	43	USD 53.67
21/05/2025	display	promo	2085	34	USD 57.9
21/05/2025	meta	awareness	4079	12	USD 101.55
21/05/2025	display	retargeting	5350	66	USD 135.61
22/05/2025	google	brand	12205	308	USD 309.88
22/05/2025	google	nonbrand	10199	170	USD 252.01
22/05/2025	meta	prospecting	8984	61	USD 227.25
22/05/2025	meta	retargeting	8366	82	USD 200.6
22/05/2025	google	newsletter	1337	34	USD 40.27
22/05/2025	email	promo	2418	46	USD 65.51
22/05/2025	display	awareness	4493	47	USD 109.62
22/05/2025	meta	retargeting	5463	51	USD 132.53
23/05/2025	meta	brand	12472	252	USD 312.42
23/05/2025	meta	nonbrand	8451	172	USD 211.78
23/05/2025	meta	prospecting	6649	62	USD 165.87
23/05/2025	meta	retargeting	5115	50	USD 124.99
23/05/2025	meta	newsletter	2707	69	USD 69.75
23/05/2025	email	promo	1964	28	USD 45.86
23/05/2025	meta	awareness	4610	64	USD 115.72
23/05/2025	google	retargeting	4621	31	USD 118.12
24/05/2025	email	brand	8077	92	USD 209.54
24/05/2025	google	nonbrand	8277	177	USD 213.44
24/05/2025	display	prospecting	7180	63	USD 188.85
24/05/2025	meta	retargeting	7771	77	USD 184.51
24/05/2025	display	newsletter	2158	36	USD 51.71
24/05/2025	google	promo	3199	62	USD 77.49
24/05/2025	display	awareness	3091	32	USD 74.23
24/05/2025	display	retargeting	3181	10	USD 82.7
25/05/2025	google	brand	11896	280	USD 295.27
25/05/2025	meta	nonbrand	8659	145	USD 217.94
25/05/2025	meta	prospecting	4336	46	USD 111.18
25/05/2025	email	retargeting	6328	40	USD 159.97
25/05/2025	email	newsletter	1869	39	USD 54.3
25/05/2025	email	promo	2418	58	USD 61.75
25/05/2025	display	awareness	4490	66	USD 111.24
25/05/2025	display	retargeting	4485	40	USD 114.65
26/05/2025	google	brand	11513	235	USD 281.84
26/05/2025	google	nonbrand	12210	268	USD 306.33
26/05/2025	meta	prospecting	6576	68	USD 174.17
26/05/2025	meta	retargeting	7330	106	USD 183.7
26/05/2025	display	newsletter	2418	52	USD 55.25
26/05/2025	email	promo	3161	63	USD 81.4
26/05/2025	display	awareness	3442	38	USD 89.72
26/05/2025	display	retargeting	3958	31	USD 104.72
27/05/2025	google	brand	8263	158	USD 212.39
27/05/2025	google	nonbrand	13801	241	USD 347.41
27/05/2025	google	prospecting	7564	113	USD 183.87
27/05/2025	google	retargeting	7024	57	USD 178.14
27/05/2025	google	newsletter	2130	51	USD 62.81
27/05/2025	google	promo	2479	44	USD 61.83
27/05/2025	display	awareness	4277	61	USD 115.61
27/05/2025	display	retargeting	2583	17	USD 62.88
28/05/2025	google	brand	12873	175	USD 317.61
28/05/2025	google	nonbrand	13241	241	USD 332.37
28/05/2025	meta	prospecting	8694	63	USD 217.91
28/05/2025	meta	retargeting	8595	85	USD 218.77
28/05/2025	email	newsletter	2023	30	USD 55.78
28/05/2025	google	promo	2461	53	USD 67.46
28/05/2025	meta	awareness	4312	34	USD 110.1
28/05/2025	google	retargeting	4989	73	USD 129.05
29/05/2025	display	brand	8607	192	USD 221.77
29/05/2025	google	nonbrand	10164	188	USD 251.06
29/05/2025	meta	prospecting	5704	65	USD 137.74
29/05/2025	meta	retargeting	7369	84	USD 178.34
29/05/2025	google	newsletter	1973	44	USD 55.33
29/05/2025	meta	promo	3105	71	USD 72.05
29/05/2025	email	awareness	4485	36	USD 100.72
29/05/2025	meta	retargeting	2283	30	USD 61.01
30/05/2025	email	brand	11206	238	USD 279.24
30/05/2025	google	nonbrand	13929	306	USD 346.77
30/05/2025	meta	prospecting	6780	76	USD 165.01
30/05/2025	meta	retargeting	9447	140	USD 227.76
30/05/2025	email	newsletter	2713	49	USD 76.12
30/05/2025	email	promo	2740	59	USD 73.7
30/05/2025	display	awareness	2900	20	USD 71.08
30/05/2025	email	retargeting	3215	30	USD 90.96
31/05/2025	meta	brand	10471	269	USD 267.13
31/05/2025	google	nonbrand	8427	174	USD 215.03
31/05/2025	meta	prospecting	7095	90	USD 176.48
31/05/2025	meta	retargeting	5876	62	USD 146.92
31/05/2025	google	newsletter	1912	42	USD 48.69
31/05/2025	display	promo	2062	53	USD 46.37
31/05/2025	display	awareness	3773	49	USD 91.15
31/05/2025	display	retargeting	3445	41	USD 84.89
01/06/2025	meta	brand	7416	149	USD 186.6
01/06/2025	google	nonbrand	11664	164	USD 297.85
01/06/2025	google	prospecting	7989	95	USD 198.58
01/06/2025	google	retargeting	8961	79	USD 227.32
01/06/2025	meta	newsletter	2264	54	USD 61.18
01/06/2025	google	promo	2270	49	USD 58.26
01/06/2025	display	awareness	4972	62	USD 135.07
01/06/2025	google	retargeting	2393	21	USD 62.81
02/06/2025	email	brand	9697	121	USD 235.34
02/06/2025	meta	nonbrand	9739	170	USD 238.41
02/06/2025	google	prospecting	4979	66	USD 130.25
02/06/2025	meta	retargeting	6382	96	USD 157.93
02/06/2025	email	newsletter	3047	64	USD 73.53
02/06/2025	email	promo	3250	60	USD 74.07
02/06/2025	google	awareness	2450	27	USD 63.08
02/06/2025	google	retargeting	5715	42	USD 146.1
03/06/2025	meta	brand	10974	189	USD 273.38
03/06/2025	google	nonbrand	11911	308	USD 304.14
03/06/2025	display	prospecting	7894	42	USD 192.78
03/06/2025	meta	retargeting	8533	64	USD 206.89
03/06/2025	email	newsletter	3012	58	USD 82.14
03/06/2025	email	promo	1696	32	USD 38.38
03/06/2025	display	awareness	3545	48	USD 93.76
03/06/2025	display	retargeting	4858	15	USD 124.36
04/06/2025	meta	brand	8120	154	USD 205.6
04/06/2025	meta	nonbrand	10638	206	USD 264.26
04/06/2025	display	prospecting	7072	49	USD 174.53
04/06/2025	email	retargeting	4410	31	USD 113.69
04/06/2025	email	newsletter	2099	33	USD 61.47
04/06/2025	display	promo	3455	70	USD 90.29
04/06/2025	display	awareness	4253	27	USD 106.73
04/06/2025	meta	retargeting	2779	20	USD 62.04
05/06/2025	google	brand	10090	179	USD 249.73
05/06/2025	meta	nonbrand	10805	248	USD 273.55
05/06/2025	meta	prospecting	8369	69	USD 203.71
05/06/2025	meta	retargeting	7786	73	USD 198.63
05/06/2025	email	newsletter	2985	59	USD 75.0
05/06/2025	google	promo	2227	52	USD 54.84
05/06/2025	display	awareness	4576	40	USD 103.06
05/06/2025	google	retargeting	3508	40	USD 83.21
06/06/2025	meta	brand	9109	112	USD 225.57
06/06/2025	display	nonbrand	11273	272	USD 279.46
06/06/2025	meta	prospecting	7494	65	USD 190.73
06/06/2025	display	retargeting	6102	63	USD 144.91
06/06/2025	email	newsletter	2022	37	USD 57.03
06/06/2025	email	promo	2996	70	USD 68.87
06/06/2025	display	awareness	3534	47	USD 86.13
06/06/2025	display	retargeting	3048	30	USD 67.47
07/06/2025	meta	brand	10939	176	USD 270.63
07/06/2025	meta	nonbrand	12534	192	USD 310.6
07/06/2025	google	prospecting	7150	54	USD 179.32
07/06/2025	meta	retargeting	6155	51	USD 156.63
07/06/2025	meta	newsletter	1680	43	USD 56.65
07/06/2025	google	promo	2275	40	USD 55.93
07/06/2025	display	awareness	3839	60	USD 87.52
07/06/2025	google	retargeting	3890	63	USD 96.91
08/06/2025	google	brand	10780	208	USD 271.78
08/06/2025	google	nonbrand	6555	137	USD 163.29
08/06/2025	google	prospecting	7372	27	USD 179.41
08/06/2025	google	retargeting	5789	17	USD 135.89
08/06/2025	google	newsletter	1978	36	USD 54.51
08/06/2025	meta	promo	2484	42	USD 59.56
08/06/2025	google	awareness	4224	39	USD 107.25
08/06/2025	display	retargeting	4138	23	USD 98.27
09/06/2025	google	brand	16476	311	USD 412.83
09/06/2025	google	nonbrand	11816	218	USD 297.15
09/06/2025	google	prospecting	8766	86	USD 217.56
09/06/2025	meta	retargeting	7062	58	USD 171.17
09/06/2025	email	newsletter	3507	75	USD 85.53
09/06/2025	email	promo	2601	50	USD 66.87
09/06/2025	display	awareness	3156	9	USD 76.4
09/06/2025	google	retargeting	4032	28	USD 104.95
10/06/2025	meta	brand	10078	166	USD 254.87
10/06/2025	meta	nonbrand	5025	117	USD 128.23
10/06/2025	meta	prospecting	5064	31	USD 127.13
10/06/2025	meta	retargeting	5675	77	USD 140.19
10/06/2025	email	newsletter	2446	41	USD 56.75
10/06/2025	google	promo	3100	59	USD 73.37
10/06/2025	display	awareness	5684	30	USD 144.77
10/06/2025	meta	retargeting	2477	24	USD 61.33
11/06/2025	google	brand	10451	212	USD 258.08
11/06/2025	google	nonbrand	8875	200	USD 222.2
11/06/2025	google	prospecting	11281	114	USD 277.26
11/06/2025	meta	retargeting	9282	127	USD 231.14
11/06/2025	email	newsletter	2863	58	USD 69.98
11/06/2025	meta	promo	2140	38	USD 57.47
11/06/2025	email	awareness	3735	52	USD 82.76
11/06/2025	meta	retargeting	3369	18	USD 83.23
12/06/2025	google	brand	11275	212	USD 275.69
12/06/2025	meta	nonbrand	13954	274	USD 342.95
12/06/2025	display	prospecting	9602	129	USD 233.78
12/06/2025	google	retargeting	8732	80	USD 220.14
12/06/2025	meta	newsletter	3241	64	USD 70.8
12/06/2025	meta	promo	3166	55	USD 75.23
12/06/2025	display	awareness	2584	26	USD 64.44
12/06/2025	display	retargeting	4539	55	USD 116.98
13/06/2025	meta	brand	12919	247	USD 327.91
13/06/2025	google	nonbrand	12307	246	USD 299.56
13/06/2025	meta	prospecting	5899	42	USD 138.01
13/06/2025	email	retargeting	6733	50	USD 175.43
13/06/2025	email	newsletter	2220	49	USD 56.7
13/06/2025	google	promo	1584	31	USD 45.39
13/06/2025	display	awareness	3169	21	USD 83.28
13/06/2025	display	retargeting	3748	31	USD 90.13
14/06/2025	google	brand	10611	223	USD 264.54
14/06/2025	google	nonbrand	14090	237	USD 352.22
14/06/2025	google	prospecting	7139	78	USD 176.63
14/06/2025	email	retargeting	6911	94	USD 171.08
14/06/2025	email	newsletter	2676	56	USD 67.61
14/06/2025	meta	promo	2385	53	USD 63.24
14/06/2025	google	awareness	4307	44	USD 108.02
14/06/2025	google	retargeting	3730	33	USD 84.23
15/06/2025	google	brand	11849	280	USD 295.34
15/06/2025	email	nonbrand	10302	179	USD 248.53
15/06/2025	google	prospecting	10362	129	USD 256.39
15/06/2025	email	retargeting	7882	55	USD 192.36
15/06/2025	email	newsletter	2888	60	USD 75.06
15/06/2025	meta	promo	2414	38	USD 59.43
15/06/2025	display	awareness	4044	44	USD 101.81
15/06/2025	display	retargeting	2735	27	USD 69.9
16/06/2025	google	brand	9995	160	USD 257.06
16/06/2025	meta	nonbrand	5133	102	USD 123.63
16/06/2025	meta	prospecting	9418	91	USD 236.36
16/06/2025	google	retargeting	5737	81	USD 134.7
16/06/2025	email	newsletter	2505	58	USD 60.16
16/06/2025	meta	promo	1685	34	USD 43.57
16/06/2025	meta	awareness	5357	51	USD 129.97
16/06/2025	google	retargeting	2725	31	USD 70.17
17/06/2025	google	brand	12404	254	USD 308.51
17/06/2025	meta	nonbrand	10729	174	USD 273.44
17/06/2025	google	prospecting	5374	59	USD 137.29
17/06/2025	meta	retargeting	7564	62	USD 191.39
17/06/2025	email	newsletter	3198	83	USD 79.44
17/06/2025	display	promo	2797	55	USD 62.41
17/06/2025	display	awareness	3980	49	USD 103.57
17/06/2025	display	retargeting	4024	23	USD 103.42
18/06/2025	google	brand	9947	184	USD 243.69
18/06/2025	google	nonbrand	8400	173	USD 213.97
18/06/2025	email	prospecting	5385	34	USD 143.81
18/06/2025	display	retargeting	7986	62	USD 195.07
18/06/2025	meta	newsletter	2416	45	USD 61.16
18/06/2025	email	promo	2030	38	USD 53.22
18/06/2025	google	awareness	4176	58	USD 103.5
18/06/2025	display	retargeting	3799	55	USD 93.88
19/06/2025	google	brand	10996	226	USD 275.73
19/06/2025	google	nonbrand	8733	199	USD 225.64
19/06/2025	meta	prospecting	4156	47	USD 108.37
19/06/2025	google	retargeting	10102	124	USD 252.47
19/06/2025	meta	newsletter	3119	63	USD 82.26
19/06/2025	google	promo	2329	45	USD 58.71
19/06/2025	display	awareness	4160	26	USD 105.99
19/06/2025	meta	retargeting	4122	57	USD 105.82
20/06/2025	google	brand	9421	202	USD 241.41
20/06/2025	meta	nonbrand	11667	189	USD 287.39
20/06/2025	meta	prospecting	5908	52	USD 152.55
20/06/2025	meta	retargeting	7380	67	USD 178.62
20/06/2025	email	newsletter	2632	41	USD 60.92
20/06/2025	email	promo	2379	44	USD 52.46
20/06/2025	google	awareness	4233	48	USD 108.45
20/06/2025	google	retargeting	3822	25	USD 91.56
21/06/2025	google	brand	11776	256	USD 301.4
21/06/2025	google	nonbrand	8702	146	USD 218.87
21/06/2025	email	prospecting	7060	105	USD 174.91
21/06/2025	display	retargeting	9725	83	USD 231.07
21/06/2025	email	newsletter	1932	30	USD 53.79
21/06/2025	email	promo	2505	54	USD 63.32
21/06/2025	display	awareness	4289	40	USD 114.9
21/06/2025	email	retargeting	3586	39	USD 85.73
22/06/2025	display	brand	9174	179	USD 240.35
22/06/2025	google	nonbrand	12863	236	USD 319.6
22/06/2025	email	prospecting	8494	110	USD 214.34
22/06/2025	email	retargeting	7405	91	USD 182.28
22/06/2025	email	newsletter	2536	49	USD 66.2
22/06/2025	email	promo	2482	44	USD 52.35
22/06/2025	display	awareness	4562	35	USD 111.14
22/06/2025	meta	retargeting	2884	27	USD 76.76
23/06/2025	google	brand	14527	314	USD 363.63
23/06/2025	google	nonbrand	11232	190	USD 276.06
23/06/2025	google	prospecting	9136	82	USD 229.73
23/06/2025	google	retargeting	8801	92	USD 225.98
23/06/2025	email	newsletter	3389	83	USD 81.38
23/06/2025	email	promo	1817	33	USD 41.11
23/06/2025	display	awareness	4012	30	USD 102.07
23/06/2025	meta	retargeting	2936	39	USD 65.89
24/06/2025	google	brand	10836	230	USD 268.24
24/06/2025	meta	nonbrand	8231	172	USD 207.03
24/06/2025	google	prospecting	10636	86	USD 268.82
24/06/2025	meta	retargeting	8477	95	USD 221.33
24/06/2025	meta	newsletter	3092	68	USD 77.06
24/06/2025	email	promo	2287	62	USD 60.71
24/06/2025	display	awareness	4836	32	USD 122.9
24/06/2025	display	retargeting	4016	24	USD 99.79
25/06/2025	google	brand	12030	299	USD 293.94
25/06/2025	email	nonbrand	6501	102	USD 160.75
25/06/2025	meta	prospecting	8394	64	USD 200.25
25/06/2025	display	retargeting	8225	95	USD 214.15
25/06/2025	email	newsletter	2107	42	USD 63.02
25/06/2025	google	promo	2497	54	USD 65.18
25/06/2025	email	awareness	4079	45	USD 93.78
25/06/2025	email	retargeting	5890	57	USD 145.38
26/06/2025	google	brand	7348	160	USD 186.15
26/06/2025	google	nonbrand	14387	292	USD 359.54
26/06/2025	email	prospecting	6796	56	USD 170.31
26/06/2025	meta	retargeting	6737	66	USD 176.34
26/06/2025	meta	newsletter	1964	43	USD 58.37
26/06/2025	display	promo	2316	47	USD 61.99
26/06/2025	meta	awareness	3999	49	USD 91.99
26/06/2025	meta	retargeting	3792	56	USD 84.08
27/06/2025	google	brand	10799	208	USD 267.41
27/06/2025	google	nonbrand	12850	292	USD 321.4
27/06/2025	meta	prospecting	11539	101	USD 283.84
27/06/2025	google	retargeting	6404	90	USD 159.94
27/06/2025	email	newsletter	1860	38	USD 44.22
27/06/2025	email	promo	2540	46	USD 68.56
27/06/2025	display	awareness	5213	56	USD 126.6
27/06/2025	meta	retargeting	3474	42	USD 90.69
28/06/2025	google	brand	12193	218	USD 301.98
28/06/2025	google	nonbrand	10702	211	USD 274.17
28/06/2025	google	prospecting	6670	60	USD 168.7
28/06/2025	google	retargeting	6812	60	USD 162.97
28/06/2025	email	newsletter	2651	51	USD 59.73
28/06/2025	email	promo	2231	43	USD 60.08
28/06/2025	display	awareness	3868	55	USD 102.2
28/06/2025	display	retargeting	2657	34	USD 72.54
29/06/2025	meta	brand	11502	209	USD 284.59
29/06/2025	display	nonbrand	9420	160	USD 238.63
29/06/2025	display	prospecting	5824	73	USD 138.87
29/06/2025	google	retargeting	8725	114	USD 220.6
29/06/2025	meta	newsletter	2508	44	USD 56.97
29/06/2025	google	promo	2277	39	USD 46.35
29/06/2025	google	awareness	4035	17	USD 102.09
29/06/2025	display	retargeting	2392	24	USD 68.21
30/06/2025	meta	brand	9635	161	USD 239.35
30/06/2025	google	nonbrand	14555	297	USD 367.29
30/06/2025	google	prospecting	3971	54	USD 93.95
30/06/2025	display	retargeting	8131	82	USD 203.51
30/06/2025	email	newsletter	1327	33	USD 30.1
30/06/2025	display	promo	2784	35	USD 64.09
30/06/2025	display	awareness	3438	36	USD 88.55
30/06/2025	display	retargeting	3336	11	USD 83.59
01/07/2025	meta	brand	13978	259	USD 346.82
01/07/2025	google	nonbrand	6911	161	USD 172.22
01/07/2025	meta	prospecting	7688	71	USD 193.7
01/07/2025	meta	retargeting	7962	65	USD 191.53
01/07/2025	display	newsletter	2342	50	USD 59.43
01/07/2025	email	promo	1921	37	USD 48.35
01/07/2025	meta	awareness	4778	40	USD 118.06
01/07/2025	google	retargeting	3652	22	USD 96.85
02/07/2025	google	brand	15312	318	USD 380.84
02/07/2025	display	nonbrand	7759	175	USD 180.79
02/07/2025	display	prospecting	7723	40	USD 187.61
02/07/2025	display	retargeting	8037	38	USD 198.14
02/07/2025	meta	newsletter	2489	41	USD 61.01
02/07/2025	google	promo	1965	34	USD 57.0
02/07/2025	meta	awareness	4171	12	USD 101.81
02/07/2025	display	retargeting	3443	32	USD 87.37
