order_id	customer_id	order_ts	status	currency	total_amount_text	utm_json	updated_at
o_1357	c_0197	2025-03-31T08:12:51Z	PAID	USD	67.88	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	31/03/2025 17:37
o_1358	c_0254	31/03/2025 08:23	PAID	eur	EUR 477.08	{"source": "display", "medium": "display", "campaign": "awareness"}	31/03/2025 17:11
o_1359	c_0550	2025-03-31T19:13:12Z	paid	EUR	19.47	{"source": "display", "medium": "display", "campaign": "retargeting"}	31/03/2025 22:48
o_1360	c_0612	31/03/2025 18:37	paid	cad	CAD 75.03	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	31/03/2025 08:15
o_1361	c_0095	2025-03-31T14:13:22Z	PAID	USD	USD 46.76	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	31/03/2025 15:31
o_1362	c_0304	2025/03/31 14:39:45-0500	paid	EUR	€ 267.73	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	31/03/2025 22:27
o_1363	c_0310	2025/03/31 13:45:25-0500	PAID	USD	$17.11	{"source": "search", "medium": "cpc", "campaign": "newsletter"}	31/03/2025 15:37
o_1364	c_0655	2025-03-31T12:11:38Z	PAID	USD	$118.64	{"source": "paid_social", "medium": "paid_social", "campaign": "promo"}	31/03/2025 08:43
o_1365	c_0281	2025-03-31T20:34:26Z	PAID	GBP	£246.32	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	31/03/2025 09:37
o_1366	c_0498	2025/03/31 20:51:30-0500	paid	USD	USD 79.36	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	31/03/2025 20:35
o_1367	c_0634	2025-03-31T07:18:03Z	paid	USD	USD 79.72	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	31/03/2025 15:45
o_1368	c_0654	2025-03-31T17:48:42Z	Refunded	GBP	13.39	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	31/03/2025 20:30
o_1369	c_0106	2025-03-31T18:31:25Z	paid	USD	$315.65	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	31/03/2025 10:04
o_1370	c_0292	2025/03/31 16:31:59-0500	PAID	EUR	EUR 15.24	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	31/03/2025 15:33
o_1371	c_0423	2025/03/31 08:24:23-0500	PAID	usd	170.12	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	31/03/2025 18:49
o_1372	c_0189	2025-03-31T19:45:11Z	PAID	USD	$14.22	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	31/03/2025 15:22
o_1373	c_0259	2025-04-01T13:19:48Z	Fulfilled	GBP	£12.61	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	01/04/2025 19:26
o_1374	c_0117	2025/04/01 07:26:29-0500	PAID	GBP	£127.51	{"source": "display", "medium": "display", "campaign": "retargeting"}	01/04/2025 12:15
o_1375	c_0504	2025/04/01 20:17:11-0500	PAID	usd	USD 287.02	{"source": "email", "medium": "email", "campaign": "nonbrand"}	01/04/2025 19:12
o_1376	c_0554	2025-04-01T08:56:24Z	PAID	EUR	EUR 240.77	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	01/04/2025 12:11
o_1377	c_0135	2025-04-01T18:52:16Z	Fulfilled	USD	USD 26.20	{"source": "email", "medium": "email", "campaign": "nonbrand"}	01/04/2025 21:35
o_1378	c_0577	2025/04/01 14:20:36-0500	Fulfilled	CAD	CAD 210.38	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	01/04/2025 22:47
o_1379	c_0255	2025-04-01T17:52:47Z	paid	EUR	EUR 191.31	{"source": "display", "medium": "display", "campaign": "retargeting"}	01/04/2025 20:48
o_1380	c_0471	2025-04-01T07:26:59Z	PAID	USD	USD 187.31	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	01/04/2025 18:04
o_1381	c_0506	2025-04-01T18:44:28Z	Cancelled	USD	USD 136.86	{"source": "display", "medium": "display", "campaign": "newsletter"}	01/04/2025 09:14
o_1382	c_0232	01/04/2025 11:54	PAID	USD	$18.14	{"source": "email", "medium": "email", "campaign": "nonbrand"}	01/04/2025 10:13
o_1383	c_0390	2025-04-01T12:00:53Z	Cancelled	CAD	CAD 271.82	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	01/04/2025 20:30
o_1384	c_0256	2025-04-01T13:29:11Z	PAID	gbp	£266.68	{"source": "display", "medium": "display", "campaign": "awareness"}	01/04/2025 16:46
o_1385	c_0477	2025-04-01T12:13:36Z	PAID	EUR	EUR 432.79	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	01/04/2025 16:51
o_1386	c_0062	2025-04-01T21:19:35Z	paid	USD	USD 424.55	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	01/04/2025 20:23
o_1387	c_0641	2025-04-02T09:45:56Z	PAID	gbp	GBP 42.84	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	02/04/2025 10:46
o_1388	c_0271	2025/04/02 15:28:14-0500	PAID	USD	$657.06	{"source": "email", "medium": "email", "campaign": "brand"}	02/04/2025 21:51
o_1389	c_0076	2025-04-02T11:04:10Z	Fulfilled	EUR	EUR 70.40	{"source": "email", "medium": "email", "campaign": "promo"}	02/04/2025 16:09
o_1390	c_0178	2025-04-02T20:59:38Z	paid	USD	$21.24	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	02/04/2025 15:52
o_1391	c_0077	2025-04-02T12:27:36Z	Fulfilled	USD	36.14	{"source": "display", "medium": "display", "campaign": "prospecting"}	02/04/2025 16:31
o_1392	c_0008	2025-04-02T14:52:57Z	Cancelled	USD	USD 31.29	{"source": "email", "medium": "email", "campaign": "promo"}	02/04/2025 11:29
o_1393	c_0360	2025-04-02T10:13:37Z	PAID	USD	USD 582.64	{"source": "display", "medium": "display", "campaign": "prospecting"}	02/04/2025 12:42
o_1394	c_0609	2025/04/02 18:58:07-0500	paid	USD	12.71	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	02/04/2025 21:20
o_1395	c_0299	2025-04-02T10:14:28Z	paid	USD	USD 259.98	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	02/04/2025 15:32
o_1396	c_0724	2025-04-02T16:41:19Z	PAID	usd	$198.83	{"source": "email", "medium": "email", "campaign": "newsletter"}	02/04/2025 14:51
o_1397	c_0704	2025-04-02T16:43:45Z	PAID	EUR	€ 126.24	{"source": "email", "medium": "email", "campaign": "newsletter"}	02/04/2025 22:04
o_1398	c_0641	2025/04/02 13:30:29-0500	PAID	GBP	£170.84	{"source": "email", "medium": "email", "campaign": "brand"}	02/04/2025 20:08
o_1399	c_0678	2025/04/02 21:22:16-0500	paid	USD	43.82	{"source": "email", "medium": "email", "campaign": "brand"}	02/04/2025 17:19
o_1400	c_0436	2025-04-02T13:33:33Z	PAID	EUR	€ 137.97	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	02/04/2025 16:42
o_1401	c_0231	2025-04-03T17:41:10Z	PAID	usd	$498.10	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	03/04/2025 12:00
o_1402	c_0131	2025/04/03 09:19:47-0500	PAID	USD	USD 156.02	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	03/04/2025 11:49
o_1403	c_0146	2025/04/03 14:08:38-0500	PAID	CAD	94,93	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	03/04/2025 17:09
o_1404	c_0062	2025-04-03T11:27:19Z	paid	USD	$33.30	{"source": "email", "medium": "email", "campaign": "brand"}	03/04/2025 09:46
o_1405	c_0656	2025/04/03 15:53:39-0500	PAID	USD	$570.63	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	03/04/2025 22:09
o_1406	c_0296	2025/04/03 20:43:30-0500	paid	CAD	C$11.84	{"source": "search", "medium": "cpc", "campaign": "promo"}	03/04/2025 13:56
o_1407	c_0128	2025-04-03T14:01:25Z	PAID	USD	USD 15.26	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	03/04/2025 08:21
o_1408	c_0706	2025-04-03T08:19:58Z	PAID	cad	CAD 80.47	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	03/04/2025 15:23
o_1409	c_0773	2025-04-03T18:33:00Z	PAID	GBP	£156.02	{"source": "email", "medium": "email", "campaign": "brand"}	03/04/2025 21:26
o_1410	c_0513	2025-04-03T17:58:08Z	PAID	USD	$231.41	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	03/04/2025 21:18
o_1411	c_0076	2025-04-03T15:52:13Z	PAID	EUR	€ 355.73	{"source": "email", "medium": "email", "campaign": "brand"}	03/04/2025 12:09
o_1412	c_0443	2025-04-03T09:15:51Z	PAID	USD	548,16	{"source": "email", "medium": "email", "campaign": "brand"}	03/04/2025 22:16
o_1413	c_0331	2025-04-03T10:31:04Z	paid	USD	USD 293.05	{"source": "email", "medium": "email", "campaign": "brand"}	03/04/2025 21:14
o_1414	c_0219	2025/04/03 09:10:28-0500	Fulfilled	USD	USD 35.92	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	03/04/2025 18:18
o_1415	c_0094	2025-04-03T19:02:22Z	PAID	EUR	€ 81.95	{"source": "email", "medium": "email", "campaign": "brand"}	03/04/2025 12:03
o_1416	c_0691	2025-04-04T17:03:18Z	PAID	USD	779,63	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	04/04/2025 15:07
o_1417	c_0784	2025-04-04T13:27:44Z	paid	USD	USD 606.23	{"source": "email", "medium": "email", "campaign": "nonbrand"}	04/04/2025 19:05
o_1418	c_0675	2025-04-04T15:19:20Z	PAID	USD	$138.81	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	04/04/2025 21:36
o_1419	c_0591	04/04/2025 19:23	PAID	USD	$71.88	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	04/04/2025 10:06
o_1420	c_0482	2025-04-04T13:00:33Z	paid	USD	425	{"source": "email", "medium": "email", "campaign": "nonbrand"}	04/04/2025 12:17
o_1421	c_0706	04/04/2025 11:43	PAID	cad	174.28	{"source": "email", "medium": "email", "campaign": "nonbrand"}	04/04/2025 08:15
o_1422	c_0186	2025-04-04T14:12:00Z	PAID	USD	$146.90	{"source": "email", "medium": "email", "campaign": "nonbrand"}	04/04/2025 16:08
o_1423	c_0447	2025-04-04T07:53:29Z	Fulfilled	EUR	EUR 201.88	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	04/04/2025 21:13
o_1424	c_0777	2025/04/04 17:43:10-0500	PAID	USD	$134.59	{"source": "email", "medium": "email", "campaign": "nonbrand"}	04/04/2025 15:31
o_1425	c_0554	2025-04-04T13:12:13Z	PAID	EUR	EUR 11.39	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	04/04/2025 22:26
o_1426	c_0518	2025-04-04T12:05:10Z	PAID	USD	USD 244.71	{"source": "search", "medium": "cpc", "campaign": "prospecting"}	04/04/2025 18:22
o_1427	c_0186	2025-04-04T12:44:44Z	PAID	USD	USD 29.62	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	04/04/2025 20:47
o_1428	c_0338	04/04/2025 10:45	PAID	CAD	162.44	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	04/04/2025 22:23
o_1429	c_0679	2025/04/04 07:09:44-0500	PAID	CAD	CAD 10.49	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	04/04/2025 13:10
o_1430	c_0071	2025/04/04 08:57:13-0500	paid	USD	$115.37	{"source": "display", "medium": "display", "campaign": "awareness"}	04/04/2025 17:36
o_1431	c_0323	2025/04/05 14:45:45-0500	PAID	EUR	158.73	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	05/04/2025 10:18
o_1432	c_0332	2025-04-05T18:44:46Z	PAID	USD	$117.05	{"source": "search", "medium": "cpc", "campaign": "brand"}	05/04/2025 16:59
o_1433	c_0792	2025-04-05T08:42:31Z	PAID	USD	$20.18	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	05/04/2025 09:44
o_1434	c_0527	2025/04/05 18:47:29-0500	PAID	USD	USD 19.01	{"source": "search", "medium": "cpc", "campaign": "brand"}	05/04/2025 20:12
o_1435	c_0674	2025-04-05T21:10:08Z	PAID	cad	C$35.76	{"source": "search", "medium": "cpc", "campaign": "brand"}	05/04/2025 15:00
o_1436	c_0424	2025-04-05T21:54:14Z	paid	USD	USD 139.04	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	05/04/2025 17:53
o_1437	c_0371	2025-04-05T18:28:19Z	Refunded	usd	$379.60	{"source": "email", "medium": "email", "campaign": "retargeting"}	05/04/2025 19:53
o_1438	c_0779	2025/04/05 09:00:14-0500	paid	GBP	GBP 16.04	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	05/04/2025 22:59
o_1439	c_0314	2025/04/05 09:10:26-0500	paid	USD	USD 84.07	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	05/04/2025 08:10
o_1440	c_0220	2025-04-06T11:39:55Z	PAID	USD	128,75	{"source": "display", "medium": "display", "campaign": "retargeting"}	06/04/2025 22:51
o_1441	c_0716	2025-04-06T08:30:10Z	PAID	usd	USD 154.54	{"source": "email", "medium": "email", "campaign": "nonbrand"}	06/04/2025 22:07
o_1442	c_0062	2025-04-06T20:29:59Z	PAID	USD	$202.26	{"source": "search", "medium": "cpc", "campaign": "prospecting"}	06/04/2025 14:23
o_1443	c_0349	2025-04-06T13:47:06Z	PAID	USD	$318.55	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	06/04/2025 12:29
o_1444	c_0469	2025/04/06 08:04:04-0500	PAID	USD	USD 71.00	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	06/04/2025 21:03
o_1445	c_0566	2025-04-06T19:44:37Z	PAID	CAD	CAD 9.23	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	06/04/2025 14:15
o_1446	c_0096	2025-04-06T07:24:13Z	paid	EUR	€ 50.56	{"source": "display", "medium": "display", "campaign": "awareness"}	06/04/2025 13:14
o_1447	c_0117	2025-04-06T16:48:26Z	PAID	gbp	GBP 14.33	{"source": "search", "medium": "cpc", "campaign": "brand"}	06/04/2025 20:56
o_1448	c_0121	2025-04-06T15:27:09Z	Fulfilled	USD	USD 613.37	{"source": "search", "medium": "cpc", "campaign": "brand"}	06/04/2025 18:37
o_1449	c_0158	2025-04-07T17:27:29Z	PAID	GBP	15,29	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	07/04/2025 16:34
o_1450	c_0734	2025-04-07T18:38:42Z	paid	USD	$504.58	{"source": "email", "medium": "email", "campaign": "promo"}	07/04/2025 10:28
o_1451	c_0426	07/04/2025 14:38	PAID	CAD	C$15.81	{"source": "search", "medium": "cpc", "campaign": "brand"}	07/04/2025 14:48
o_1452	c_0716	07/04/2025 07:17	PAID	USD	$49.12	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	07/04/2025 08:51
o_1453	c_0468	2025-04-07T15:05:23Z	paid	EUR	47.17	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	07/04/2025 20:07
o_1454	c_0393	2025-04-07T07:25:54Z	PAID	CAD	CAD 49.67	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	07/04/2025 16:43
o_1455	c_0771	07/04/2025 13:30	PAID	USD	USD 296.72	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	07/04/2025 16:58
o_1456	c_0072	2025-04-07T09:49:05Z	PAID	EUR	€ 214.94	{"source": "email", "medium": "email", "campaign": "prospecting"}	07/04/2025 17:08
o_1457	c_0520	2025-04-07T19:06:33Z	PAID	USD	$253.77	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	07/04/2025 21:46
o_1458	c_0010	2025-04-07T17:51:24Z	PAID	USD	$67.63	{"source": "display", "medium": "display", "campaign": "awareness"}	07/04/2025 08:43
o_1459	c_0744	07/04/2025 17:28	PAID	USD	97.26	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	07/04/2025 19:46
o_1460	c_0602	2025-04-07T19:17:07Z	paid	usd	429.77	{"source": "search", "medium": "cpc", "campaign": "brand"}	07/04/2025 09:22
o_1461	c_0734	07/04/2025 11:07	PAID	USD	USD 29.83	{"source": "email", "medium": "email", "campaign": "prospecting"}	07/04/2025 10:36
o_1462	c_0680	2025-04-07T21:55:05Z	PAID	gbp	£49.95	{"source": "search", "medium": "cpc", "campaign": "brand"}	07/04/2025 10:46
o_1463	c_0506	2025-04-07T08:30:37Z	PAID	USD	115,56	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	07/04/2025 17:45
o_1464	c_0566	2025/04/07 20:06:36-0500	Fulfilled	CAD	C$18.09	{"source": "search", "medium": "cpc", "campaign": "brand"}	07/04/2025 13:40
o_1465	c_0387	07/04/2025 07:45	PAID	usd	$14.52	{"source": "email", "medium": "email", "campaign": "prospecting"}	07/04/2025 19:51
o_1466	c_0330	2025/04/08 09:01:21-0500	Cancelled	USD	529,18	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	08/04/2025 21:07
o_1467	c_0575	2025/04/08 08:51:53-0500	paid	USD	USD 56.89	{"source": "search", "medium": "cpc", "campaign": "awareness"}	08/04/2025 13:12
o_1468	c_0795	2025-04-08T14:34:17Z	Refunded	USD	$29.56	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	08/04/2025 15:36
o_1469	c_0045	2025-04-08T13:09:28Z	PAID	USD	USD 148.30	{"source": "display", "medium": "display", "campaign": "retargeting"}	08/04/2025 19:23
o_1470	c_0571	2025-04-08T20:26:32Z	PAID	EUR	€ 9.82	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	08/04/2025 21:28
o_1471	c_0680	2025-04-08T21:41:52Z	Cancelled	GBP	GBP 478.28	{"source": "email", "medium": "email", "campaign": "brand"}	08/04/2025 16:01
o_1472	c_0508	2025-04-08T16:23:50Z	PAID	USD	$162.14	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	08/04/2025 19:05
o_1473	c_0605	08/04/2025 21:48	PAID	CAD	146.34	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	08/04/2025 11:43
o_1474	c_0103	2025/04/08 08:44:10-0500	Fulfilled	USD	402.85	{"source": "email", "medium": "email", "campaign": "brand"}	08/04/2025 22:23
o_1475	c_0777	2025-04-08T10:42:15Z	PAID	USD	$23.30	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	08/04/2025 11:51
o_1476	c_0033	2025-04-08T18:21:08Z	PAID	USD	293.24	{"source": "paid_social", "medium": "paid_social", "campaign": "promo"}	08/04/2025 17:17
o_1477	c_0420	2025-04-08T08:07:09Z	Refunded	CAD	C$704.01	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	08/04/2025 16:57
o_1478	c_0077	2025-04-08T17:33:40Z	PAID	USD	USD 11.29	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	08/04/2025 19:22
o_1479	c_0390	2025/04/08 21:50:34-0500	Fulfilled	cad	C$318.40	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	08/04/2025 12:35
o_1480	c_0710	2025-04-09T09:07:25Z	PAID	eur	10,95	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	09/04/2025 12:20
o_1481	c_0131	09/04/2025 20:19	Fulfilled	USD	$721.69	{"source": "search", "medium": "cpc", "campaign": "brand"}	09/04/2025 18:55
o_1482	c_0779	2025-04-09T14:01:24Z	Fulfilled	GBP	193,93	{"source": "search", "medium": "cpc", "campaign": "brand"}	09/04/2025 14:33
o_1483	c_0785	2025/04/09 15:31:32-0500	PAID	CAD	C$378.68	{"source": "search", "medium": "cpc", "campaign": "awareness"}	09/04/2025 17:57
o_1484	c_0115	2025-04-09T21:14:16Z	PAID	USD	$43.03	{"source": "search", "medium": "cpc", "campaign": "awareness"}	09/04/2025 11:53
o_1485	c_0423	2025-04-09T16:41:56Z	Cancelled	USD	$46.45	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	09/04/2025 11:49
o_1486	c_0765	09/04/2025 12:42	Cancelled	gbp	GBP 110.31	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	09/04/2025 21:34
o_1487	c_0445	2025-04-09T16:46:22Z	PAID	USD	USD 892.51	{"source": "display", "medium": "display", "campaign": "prospecting"}	09/04/2025 16:15
o_1488	c_0455	2025/04/09 15:07:32-0500	PAID	USD	$150.23	{"source": "display", "medium": "display", "campaign": "prospecting"}	09/04/2025 20:22
o_1489	c_0080	09/04/2025 09:35	paid	USD	USD 132.80	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	09/04/2025 17:22
o_1490	c_0301	2025/04/09 15:41:33-0500	PAID	USD	$148.10	{"source": "display", "medium": "display", "campaign": "prospecting"}	09/04/2025 11:12
o_1491	c_0384	2025-04-09T14:57:38Z	PAID	EUR	€ 93.82	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	09/04/2025 11:28
o_1492	c_0766	2025-04-09T15:30:55Z	PAID	EUR	€ 9.24	{"source": "search", "medium": "cpc", "campaign": "brand"}	09/04/2025 10:16
o_1493	c_0580	2025-04-09T10:52:30Z	paid	cad	C$255.44	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	09/04/2025 13:37
o_1494	c_0272	2025/04/10 15:40:55-0500	PAID	USD	335.19	{"source": "display", "medium": "display", "campaign": "retargeting"}	10/04/2025 11:01
o_1495	c_0128	2025-04-10T11:22:20Z	PAID	USD	$151.45	{"source": "search", "medium": "cpc", "campaign": "brand"}	10/04/2025 15:39
o_1496	c_0392	2025-04-10T08:12:38Z	PAID	cad	CAD 187.11	{"source": "paid_social", "medium": "paid_social", "campaign": "newsletter"}	10/04/2025 20:41
o_1497	c_0700	2025/04/10 19:18:21-0500	Fulfilled	CAD	C$175.05	{"source": "search", "medium": "cpc", "campaign": "brand"}	10/04/2025 15:15
o_1498	c_0227	2025/04/10 07:37:27-0500	PAID	USD	USD 57.99	{"source": "search", "medium": "cpc", "campaign": "prospecting"}	10/04/2025 21:44
o_1499	c_0678	2025-04-10T17:23:36Z	PAID	usd	$200.87	{"source": "search", "medium": "cpc", "campaign": "prospecting"}	10/04/2025 11:19
o_1500	c_0261	2025-04-10T12:44:57Z	PAID	USD	$191.70	{"source": "search", "medium": "cpc", "campaign": "prospecting"}	10/04/2025 14:12
o_1501	c_0683	10/04/2025 15:32	paid	usd	USD 17.04	{"source": "paid_social", "medium": "paid_social", "campaign": "newsletter"}	10/04/2025 21:53
o_1502	c_0477	2025/04/10 12:31:06-0500	PAID	EUR	€ 761.91	{"source": "search", "medium": "cpc", "campaign": "brand"}	10/04/2025 21:23
o_1503	c_0560	2025-04-10T20:47:04Z	paid	eur	€ 159.92	{"source": "search", "medium": "cpc", "campaign": "promo"}	10/04/2025 11:32
o_1504	c_0453	2025/04/10 21:42:15-0500	Fulfilled	USD	USD 287.85	{"source": "search", "medium": "cpc", "campaign": "brand"}	10/04/2025 20:49
o_1505	c_0307	2025/04/10 19:30:51-0500	PAID	USD	203.57	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	10/04/2025 12:58
o_1506	c_0435	10/04/2025 16:21	paid	USD	USD 309.25	{"source": "display", "medium": "display", "campaign": "retargeting"}	10/04/2025 21:55
o_1507	c_0349	2025/04/10 12:32:31-0500	paid	USD	USD 174.32	{"source": "paid_social", "medium": "paid_social", "campaign": "newsletter"}	10/04/2025 17:20
o_1508	c_0204	2025-04-11T14:00:46Z	PAID	USD	USD 27.44	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	11/04/2025 10:25
o_1509	c_0110	2025/04/11 07:30:01-0500	PAID	USD	68,57	{"source": "email", "medium": "email", "campaign": "retargeting"}	11/04/2025 20:47
o_1510	c_0586	11/04/2025 15:11	PAID	EUR	€ 153.91	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	11/04/2025 11:06
o_1511	c_0419	2025-04-11T21:19:51Z	paid	USD	261,71	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	11/04/2025 19:54
o_1512	c_0303	2025-04-11T18:24:35Z	paid	USD	USD 18.45	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	11/04/2025 10:20
o_1513	c_0675	2025/04/11 17:31:46-0500	Fulfilled	USD	$23.46	{"source": "display", "medium": "display", "campaign": "awareness"}	11/04/2025 18:29
o_1514	c_0389	2025-04-11T13:25:17Z	PAID	USD	$16.12	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	11/04/2025 18:39
o_1515	c_0580	11/04/2025 18:40	PAID	cad	CAD 229.16	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	11/04/2025 15:14
o_1516	c_0084	2025-04-11T18:49:10Z	PAID	gbp	177.58	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	11/04/2025 20:54
o_1517	c_0400	2025-04-11T12:00:24Z	PAID	USD	$725.62	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	11/04/2025 20:01
o_1518	c_0225	11/04/2025 08:44	PAID	USD	$290.33	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	11/04/2025 14:06
o_1519	c_0636	2025-04-11T20:45:01Z	paid	USD	$157.13	{"source": "display", "medium": "display", "campaign": "newsletter"}	11/04/2025 17:14
o_1520	c_0218	2025-04-11T16:08:49Z	PAID	USD	$545.69	{"source": "search", "medium": "cpc", "campaign": "brand"}	11/04/2025 19:29
o_1521	c_0076	2025/04/11 13:40:33-0500	Fulfilled	EUR	90,71	{"source": "email", "medium": "email", "campaign": "retargeting"}	11/04/2025 15:30
o_1522	c_0452	2025-04-12T18:47:14Z	Fulfilled	USD	USD 16.42	{"source": "search", "medium": "cpc", "campaign": "brand"}	12/04/2025 11:50
o_1523	c_0594	12/04/2025 19:33	PAID	USD	USD 134.35	{"source": "search", "medium": "cpc", "campaign": "brand"}	12/04/2025 20:48
o_1524	c_0205	2025/04/12 18:08:05-0500	Fulfilled	USD	$409.88	{"source": "display", "medium": "display", "campaign": "prospecting"}	12/04/2025 19:54
o_1525	c_0766	2025-04-12T16:32:06Z	paid	EUR	€ 47.91	{"source": "display", "medium": "display", "campaign": "prospecting"}	12/04/2025 21:46
o_1526	c_0206	2025-04-12T19:06:29Z	paid	GBP	GBP 69.68	{"source": "search", "medium": "cpc", "campaign": "brand"}	12/04/2025 22:46
o_1527	c_0375	12/04/2025 14:36	PAID	GBP	£20.40	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	12/04/2025 13:52
o_1528	c_0514	2025/04/12 14:10:05-0500	PAID	USD	USD 80.88	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	12/04/2025 21:49
o_1529	c_0169	2025-04-12T09:15:34Z	PAID	USD	USD 73.14	{"source": "display", "medium": "display", "campaign": "prospecting"}	12/04/2025 17:47
o_1530	c_0494	2025/04/12 14:09:36-0500	PAID	USD	191.45	{"source": "display", "medium": "display", "campaign": "prospecting"}	12/04/2025 16:07
o_1531	c_0118	2025-04-13T08:28:01Z	PAID	EUR	13,91	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	13/04/2025 08:25
o_1532	c_0118	2025/04/13 13:30:35-0500	PAID	EUR	111.4	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	13/04/2025 17:02
o_1533	c_0571	2025-04-13T10:08:27Z	PAID	eur	143.31	{"source": "paid_social", "medium": "paid_social", "campaign": "newsletter"}	13/04/2025 19:13
